Date,Fix_Value(MXN)
18-Aug-16,20.3238
19-Aug-16,20.002
20-Aug-16,20.002
21-Aug-16,20.0433
22-Aug-16,19.9037
23-Aug-16,19.9171
24-Aug-16,20.1551
25-Aug-16,19.7441
26-Aug-16,19.909
27-Aug-16,19.909
28-Aug-16,19.8027
29-Aug-16,19.9644
30-Aug-16,19.5096
31-Aug-16,19.435
1-Sep-16,19.2526
2-Sep-16,19.0553
3-Sep-16,19.015
4-Sep-16,19.0713
5-Sep-16,19.1808
6-Sep-16,19.0205
7-Sep-16,19.0701
8-Sep-16,18.9699
9-Sep-16,18.882
10-Sep-16,18.882
11-Sep-16,18.9014
12-Sep-16,18.8356
13-Sep-16,18.8885
14-Sep-16,18.9027
15-Sep-16,19.0346
16-Sep-16,19.018
17-Sep-16,19.018
18-Sep-16,19.018
19-Sep-16,18.915
20-Sep-16,18.8596
21-Sep-16,18.6632
22-Sep-16,18.634
23-Sep-16,18.618
24-Sep-16,18.618
25-Sep-16,18.6217
26-Sep-16,18.5339
27-Sep-16,18.6686
28-Sep-16,18.594
29-Sep-16,18.649
30-Sep-16,18.556
1-Oct-16,18.556
2-Oct-16,18.5705
3-Oct-16,18.5342
4-Oct-16,18.4592
5-Oct-16,18.4731
6-Oct-16,18.7358
7-Oct-16,18.9112
8-Oct-16,18.9112
9-Oct-16,19.0877
10-Oct-16,19.1462
11-Oct-16,18.8949
12-Oct-16,19.1882
13-Oct-16,19.0216
14-Oct-16,18.8935
15-Oct-16,18.8935
16-Oct-16,18.8932
17-Oct-16,19.0026
18-Oct-16,18.9474
19-Oct-16,18.7617
20-Oct-16,19.0186
21-Oct-16,18.9135
22-Oct-16,18.9135
23-Oct-16,18.7826
24-Oct-16,18.8039
25-Oct-16,19.0695
26-Oct-16,18.9413
27-Oct-16,19.1036
28-Oct-16,19.0845
29-Oct-16,19.0841
30-Oct-16,19.1119
31-Oct-16,19.1996
1-Nov-16,19.3831
2-Nov-16,19.3519
3-Nov-16,19.2363
4-Nov-16,19.3219
5-Nov-16,19.3227
6-Nov-16,19.3289
7-Nov-16,19.2807
8-Nov-16,19.2081
9-Nov-16,19.0421
10-Nov-16,18.8334
11-Nov-16,18.8913
12-Nov-16,18.8913
13-Nov-16,18.8579
14-Nov-16,18.804
15-Nov-16,18.7705
16-Nov-16,18.8331
17-Nov-16,18.8289
18-Nov-16,18.8289
19-Nov-16,18.9781
20-Nov-16,18.9894
21-Nov-16,18.8497
22-Nov-16,18.7991
23-Nov-16,18.7179
24-Nov-16,18.7179
25-Nov-16,18.7155
26-Nov-16,18.8007
27-Nov-16,19.0447
28-Nov-16,19.1261
29-Nov-16,18.8238
30-Nov-16,18.8238
1-Dec-16,18.9408
2-Dec-16,19.0103
3-Dec-16,19.1726
4-Dec-16,18.9766
5-Dec-16,18.856
6-Dec-16,18.856
7-Dec-16,18.8366
8-Dec-16,18.7552
9-Dec-16,18.8783
10-Dec-16,19.1535
11-Dec-16,19.2699
12-Dec-16,19.2699
13-Dec-16,19.4038
14-Dec-16,19.297
15-Dec-16,19.6034
16-Dec-16,19.4871
17-Dec-16,19.3614
18-Dec-16,19.3614
19-Dec-16,20.0358
20-Dec-16,20.0735
21-Dec-16,20.3306
22-Dec-16,20.1614
23-Dec-16,20.0131
24-Dec-16,20.0131
25-Dec-16,19.8821
26-Dec-16,19.7218
27-Dec-16,19.8731
28-Dec-16,20.1647
29-Dec-16,20.1394
30-Dec-16,20.1394
31-Dec-16,20.3672
1-Jan-17,20.4972
2-Jan-17,20.4048
3-Jan-17,20.2478
4-Jan-17,20.1622
5-Jan-17,20.143
6-Jan-17,20.3669
7-Jan-17,20.3763
8-Jan-17,20.2548
9-Jan-17,20.3105
10-Jan-17,20.4115
11-Jan-17,20.4115
12-Jan-17,20.6223
13-Jan-17,20.4818
14-Jan-17,20.2687
15-Jan-17,20.2385
16-Jan-17,20.3972
17-Jan-17,20.3972
18-Jan-17,20.3393
19-Jan-17,20.5198
20-Jan-17,20.5043
21-Jan-17,20.3443
22-Jan-17,20.2755
23-Jan-17,20.2755
24-Jan-17,20.306
25-Jan-17,20.193
26-Jan-17,20.0699
27-Jan-17,20.3051
28-Jan-17,20.2384
29-Jan-17,20.2384
30-Jan-17,20.0757
31-Jan-17,20.0765
1-Feb-17,20.1124
2-Feb-17,19.8859
3-Feb-17,19.9425
4-Feb-17,19.9425
5-Feb-17,19.8735
6-Feb-17,19.9122
7-Feb-17,19.9068
8-Feb-17,19.6894
9-Feb-17,19.6606
10-Feb-17,19.6545
11-Feb-17,19.648
12-Feb-17,19.6517
13-Feb-17,19.6206
14-Feb-17,19.6235
15-Feb-17,19.4216
16-Feb-17,19.422
17-Feb-17,19.351
18-Feb-17,19.3463
19-Feb-17,19.2215
20-Feb-17,19.1309
21-Feb-17,19.1397
22-Feb-17,19.1397
23-Feb-17,18.9847
24-Feb-17,19.012
25-Feb-17,18.8813
26-Feb-17,19.0101
27-Feb-17,19.0827
28-Feb-17,19.0827
1-Mar-17,19.1609
2-Mar-17,19.1683
3-Mar-17,19.0336
4-Mar-17,19.0149
5-Mar-17,18.9887
6-Mar-17,18.9887
7-Mar-17,19.0323
8-Mar-17,18.997
9-Mar-17,19.1224
10-Mar-17,19.1194
11-Mar-17,19.1008
12-Mar-17,19.1008
13-Mar-17,19.1054
14-Mar-17,19.0429
15-Mar-17,19.1188
16-Mar-17,19.0875
17-Mar-17,19.0787
18-Mar-17,19.0787
19-Mar-17,19.3158
20-Mar-17,19.2618
21-Mar-17,19.4287
22-Mar-17,19.2593
23-Mar-17,19.2428
24-Mar-17,19.2428
25-Mar-17,19.2549
26-Mar-17,19.1577
27-Mar-17,19.2262
28-Mar-17,19.2922
29-Mar-17,19.1453
30-Mar-17,19.1453
31-Mar-17,19.1316
1-Apr-17,19.1681
2-Apr-17,19.1689
3-Apr-17,19.2759
4-Apr-17,19.2672
5-Apr-17,19.2672
6-Apr-17,19.2948
7-Apr-17,19.2566
8-Apr-17,19.3657
9-Apr-17,19.554
10-Apr-17,19.4934
11-Apr-17,19.4934
12-Apr-17,19.3916
13-Apr-17,19.3441
14-Apr-17,19.2886
15-Apr-17,19.3149
16-Apr-17,19.2062
17-Apr-17,19.2062
18-Apr-17,19.0646
19-Apr-17,19.0174
20-Apr-17,18.8334
21-Apr-17,18.859
22-Apr-17,19.093
23-Apr-17,19.093
24-Apr-17,19.024
25-Apr-17,19.1081
26-Apr-17,19.3765
27-Apr-17,19.3455
28-Apr-17,19.4304
29-Apr-17,19.4301
30-Apr-17,19.1934
1-May-17,19.2317
2-May-17,19.2177
3-May-17,19.1527
4-May-17,19.0726
5-May-17,19.0726
6-May-17,18.9808
7-May-17,18.9329
8-May-17,18.826
9-May-17,18.8309
10-May-17,18.7566
11-May-17,18.7566
12-May-17,18.8793
13-May-17,18.8777
14-May-17,18.8105
15-May-17,18.8089
16-May-17,18.7704
17-May-17,18.7704
18-May-17,18.823
19-May-17,18.9291
20-May-17,19.0692
21-May-17,19.0259
22-May-17,18.9406
23-May-17,18.9406
24-May-17,19.011
25-May-17,18.9444
26-May-17,18.9955
27-May-17,19.1269
28-May-17,18.9191
29-May-17,18.9191
30-May-17,19.0213
31-May-17,19.035
1-Jun-17,19.0863
2-Jun-17,19.2386
3-Jun-17,19.1033
4-Jun-17,19.1033
5-Jun-17,19.2256
6-Jun-17,19.1528
7-Jun-17,19.0582
8-Jun-17,19.1143
9-Jun-17,19.1563
10-Jun-17,19.1563
11-Jun-17,19.0671
12-Jun-17,19.0198
13-Jun-17,18.9993
14-Jun-17,19.048
15-Jun-17,19.0417
16-Jun-17,19.0417
17-Jun-17,19.0483
18-Jun-17,19.1951
19-Jun-17,19.1414
20-Jun-17,19.1795
21-Jun-17,19.6155
22-Jun-17,19.6155
23-Jun-17,19.8015
24-Jun-17,19.5703
25-Jun-17,19.747
26-Jun-17,19.7511
27-Jun-17,19.6173
28-Jun-17,19.6173
29-Jun-17,19.2171
30-Jun-17,19.127
1-Jul-17,19.182
2-Jul-17,19.1901
3-Jul-17,19.154
4-Jul-17,19.154
5-Jul-17,19.1806
6-Jul-17,19.1279
7-Jul-17,19.0255
8-Jul-17,19.0088
9-Jul-17,19.1245
10-Jul-17,19.1245
11-Jul-17,19.1967
12-Jul-17,19.2293
13-Jul-17,19.151
14-Jul-17,19.1758
15-Jul-17,19.2297
16-Jul-17,19.2297
17-Jul-17,19.0569
18-Jul-17,19.0201
19-Jul-17,19.0108
20-Jul-17,19.0118
21-Jul-17,19.0118
22-Jul-17,18.9335
23-Jul-17,19.1616
24-Jul-17,19.1444
25-Jul-17,19.0656
26-Jul-17,18.9883
27-Jul-17,18.9883
28-Jul-17,18.9815
29-Jul-17,19.1033
30-Jul-17,19.0727
31-Jul-17,18.9777
1-Aug-17,19.0229
2-Aug-17,19.0229
3-Aug-17,19.0508
4-Aug-17,19.1855
5-Aug-17,19.0682
6-Aug-17,19.0278
7-Aug-17,19.0438
8-Aug-17,19.0438
9-Aug-17,19.0613
10-Aug-17,19.0713
11-Aug-17,19.1524
12-Aug-17,19.2406
13-Aug-17,19.3066
14-Aug-17,19.3066
15-Aug-17,19.7085
16-Aug-17,19.597
17-Aug-17,19.6422
18-Aug-17,19.4186
19-Aug-17,19.4104
20-Aug-17,19.4104
21-Aug-17,19.596
22-Aug-17,19.3763
23-Aug-17,19.6866
24-Aug-17,19.6009
25-Aug-17,19.6598
26-Aug-17,19.6598
27-Aug-17,19.8615
28-Aug-17,19.7607
29-Aug-17,19.6909
30-Aug-17,19.823
31-Aug-17,19.9222
1-Sep-17,19.9222
2-Sep-17,19.936
3-Sep-17,19.996
4-Sep-17,20.1662
5-Sep-17,20.1493
6-Sep-17,20.0675
7-Sep-17,20.0675
8-Sep-17,20.129
9-Sep-17,19.9855
10-Sep-17,19.7182
11-Sep-17,19.7325
12-Sep-17,19.5371
13-Sep-17,19.5371
14-Sep-17,19.5753
15-Sep-17,19.5022
16-Sep-17,19.5385
17-Sep-17,19.4312
18-Sep-17,19.4072
19-Sep-17,19.408
20-Sep-17,19.4349
21-Sep-17,19.3629
22-Sep-17,19.4094
23-Sep-17,19.4451
24-Sep-17,19.4508
25-Sep-17,19.4508
26-Sep-17,19.4955
27-Sep-17,19.4641
28-Sep-17,19.5786
29-Sep-17,19.6671
30-Sep-17,19.6914
1-Oct-17,19.6914
2-Oct-17,19.7361
3-Oct-17,19.819
4-Oct-17,19.8013
5-Oct-17,19.6479
6-Oct-17,19.5153
7-Oct-17,19.5153
8-Oct-17,19.5749
9-Oct-17,19.6265
10-Oct-17,19.6337
11-Oct-17,19.4495
12-Oct-17,19.3094
13-Oct-17,19.3094
14-Oct-17,19.2728
15-Oct-17,19.2336
16-Oct-17,19.2057
17-Oct-17,19.1929
18-Oct-17,19.104
19-Oct-17,19.104
20-Oct-17,19.132
21-Oct-17,19.1431
22-Oct-17,19.1201
23-Oct-17,19.1354
24-Oct-17,19.062
25-Oct-17,19.0617
26-Oct-17,19.1133
27-Oct-17,19.1331
28-Oct-17,19.0961
29-Oct-17,19.2359
30-Oct-17,19.1104
31-Oct-17,19.1104
1-Nov-17,19.1778
2-Nov-17,19.1878
3-Nov-17,19.1468
4-Nov-17,19.139
5-Nov-17,19.1054
6-Nov-17,19.1054
7-Nov-17,19.1128
8-Nov-17,19.3169
9-Nov-17,19.3575
10-Nov-17,19.3189
11-Nov-17,19.179
12-Nov-17,19.179
13-Nov-17,19.3109
14-Nov-17,19.3512
15-Nov-17,19.4678
16-Nov-17,19.3863
17-Nov-17,19.3763
18-Nov-17,19.3763
19-Nov-17,19.444
20-Nov-17,19.5169
21-Nov-17,19.5269
22-Nov-17,19.4956
23-Nov-17,19.5447
24-Nov-17,19.5447
25-Nov-17,19.5875
26-Nov-17,19.5588
27-Nov-17,19.4354
28-Nov-17,19.3635
29-Nov-17,19.2947
30-Nov-17,19.2947
1-Dec-17,19.2289
2-Dec-17,19.2481
3-Dec-17,19.1157
4-Dec-17,19.0379
5-Dec-17,19.0125
6-Dec-17,19.0125
7-Dec-17,18.9238
8-Dec-17,18.9242
9-Dec-17,18.9673
10-Dec-17,18.9326
11-Dec-17,18.9418
12-Dec-17,18.9418
13-Dec-17,18.9583
14-Dec-17,18.9806
15-Dec-17,18.975
16-Dec-17,18.9414
17-Dec-17,18.8464
18-Dec-17,18.8464
19-Dec-17,18.9397
20-Dec-17,18.9324
21-Dec-17,18.91
22-Dec-17,18.8565
23-Dec-17,18.9205
24-Dec-17,18.9205
25-Dec-17,18.845
26-Dec-17,18.8936
27-Dec-17,18.8179
28-Dec-17,18.8521
29-Dec-17,18.7948
30-Dec-17,18.7948
31-Dec-17,18.8051
1-Jan-18,18.7947
2-Jan-18,18.8065
3-Jan-18,18.7833
4-Jan-18,18.6592
5-Jan-18,18.6592
6-Jan-18,18.6645
7-Jan-18,18.7731
8-Jan-18,18.6875
9-Jan-18,18.7638
10-Jan-18,18.7873
11-Jan-18,18.7873
12-Jan-18,18.9112
13-Jan-18,18.7241
14-Jan-18,18.7015
15-Jan-18,18.7866
16-Jan-18,18.8436
17-Jan-18,18.8436
18-Jan-18,18.8209
19-Jan-18,18.6688
20-Jan-18,18.5946
21-Jan-18,18.659
22-Jan-18,18.7633
23-Jan-18,18.7633
24-Jan-18,18.7076
25-Jan-18,18.6691
26-Jan-18,18.628
27-Jan-18,18.5987
28-Jan-18,18.5417
29-Jan-18,18.5417
30-Jan-18,18.5579
31-Jan-18,18.5882
1-Feb-18,18.5693
2-Feb-18,18.84
3-Feb-18,18.9111
4-Feb-18,18.9111
5-Feb-18,19.0771
6-Feb-18,19.0862
7-Feb-18,19.2959
8-Feb-18,19.5074
9-Feb-18,19.6169
10-Feb-18,19.6169
11-Feb-18,19.4086
12-Feb-18,19.4582
13-Feb-18,19.5242
14-Feb-18,19.8576
15-Feb-18,20.1119
16-Feb-18,20.1159
17-Feb-18,20.9498
18-Feb-18,20.7902
19-Feb-18,21.3667
20-Feb-18,21.9676
21-Feb-18,21.917
22-Feb-18,21.917
23-Feb-18,22.6363
24-Feb-18,22.9681
25-Feb-18,23.7825
26-Feb-18,24.0831
27-Feb-18,24.4232
28-Feb-18,24.4232
1-Mar-18,25.4471
2-Mar-18,24.7575
3-Mar-18,24.0131
4-Mar-18,23.4001
5-Mar-18,23.391
6-Mar-18,23.391
7-Mar-18,23.8492
8-Mar-18,23.7871
9-Mar-18,24.249
10-Mar-18,24.2315
11-Mar-18,24.993
12-Mar-18,24.993
13-Mar-18,24.624
14-Mar-18,24.3656
15-Mar-18,23.9887
16-Mar-18,23.5857
17-Mar-18,23.3525
18-Mar-18,23.3525
19-Mar-18,23.6067
20-Mar-18,23.4016
21-Mar-18,24.2845
22-Mar-18,23.7574
23-Mar-18,23.7369
24-Mar-18,23.7369
25-Mar-18,23.9994
26-Mar-18,24.3965
27-Mar-18,24.4852
28-Mar-18,24.8064
29-Mar-18,24.9876
30-Mar-18,24.9876
31-Mar-18,24.7381
1-Apr-18,24.3165
2-Apr-18,23.751
3-Apr-18,24.2195
4-Apr-18,24.6026
5-Apr-18,24.6026
6-Apr-18,24.1054
7-Apr-18,23.9872
8-Apr-18,24.4891
9-Apr-18,24.0084
10-Apr-18,23.6724
11-Apr-18,23.6726
12-Apr-18,23.8958
13-Apr-18,24.3275
14-Apr-18,24.2202
15-Apr-18,23.8628
16-Apr-18,23.9558
17-Apr-18,23.9558
18-Apr-18,23.7553
19-Apr-18,23.6994
20-Apr-18,23.2063
21-Apr-18,22.8859
22-Apr-18,22.7304
23-Apr-18,22.7304
24-Apr-18,22.5593
25-Apr-18,22.2268
26-Apr-18,22.3386
27-Apr-18,22.2395
28-Apr-18,22.1672
29-Apr-18,22.1672
30-Apr-18,22.0578
1-May-18,21.7985
2-May-18,21.7204
3-May-18,21.8945
4-May-18,21.5923
5-May-18,21.5823
6-May-18,21.4972
7-May-18,21.9106
8-May-18,21.8859
9-May-18,22.8606
10-May-18,22.2577
11-May-18,22.2577
12-May-18,22.1973
13-May-18,22.3506
14-May-18,22.3092
15-May-18,22.7204
16-May-18,22.6414
17-May-18,22.6414
18-May-18,22.4502
19-May-18,22.4065
20-May-18,22.7844
21-May-18,22.6797
22-May-18,23.0567
23-May-18,23.0567
24-May-18,23.0547
25-May-18,23.0163
26-May-18,22.6703
27-May-18,22.4602
28-May-18,22.3861
29-May-18,22.3861
30-May-18,22.3386
31-May-18,22.8291
1-Jun-18,22.6923
2-Jun-18,22.631
3-Jun-18,22.4488
4-Jun-18,22.4488
5-Jun-18,22.7221
6-Jun-18,22.3875
7-Jun-18,22.3434
8-Jun-18,22.4167
9-Jun-18,22.5455
10-Jun-18,22.5455
11-Jun-18,22.5035
12-Jun-18,22.3198
13-Jun-18,22.3689
14-Jun-18,22.4796
15-Jun-18,22.2823
16-Jun-18,22.2823
17-Jun-18,21.9407
18-Jun-18,21.9426
19-Jun-18,21.9827
20-Jun-18,22.025
21-Jun-18,22.2723
22-Jun-18,22.2723
23-Jun-18,22.6512
24-Jun-18,22.6524
25-Jun-18,22.3577
26-Jun-18,22.3898
27-Jun-18,22.3854
28-Jun-18,22.3854
29-Jun-18,22.4835
30-Jun-18,22.4171
1-Jul-18,22.3636
2-Jul-18,22.1647
3-Jul-18,21.9668
4-Jul-18,21.9668
5-Jul-18,22.1607
6-Jul-18,22.1342
7-Jul-18,22.1334
8-Jul-18,22.0943
9-Jul-18,21.9764
10-Jul-18,21.9764
11-Jul-18,21.9972
12-Jul-18,21.9077
13-Jul-18,21.9429
14-Jul-18,22.1517
15-Jul-18,21.7536
16-Jul-18,21.7536
17-Jul-18,21.9209
18-Jul-18,21.7675
19-Jul-18,21.7385
20-Jul-18,21.693
21-Jul-18,21.5647
22-Jul-18,21.5647
23-Jul-18,21.6088
24-Jul-18,21.8371
25-Jul-18,21.3757
26-Jul-18,21.4325
27-Jul-18,21.2755
28-Jul-18,21.2755
29-Jul-18,21.0668
30-Jul-18,21.1417
31-Jul-18,20.9631
1-Aug-18,20.8761
2-Aug-18,21.1392
3-Aug-18,21.1392
4-Aug-18,21.3675
5-Aug-18,21.7353
6-Aug-18,22.3692
7-Aug-18,22.1689
8-Aug-18,22.3419
9-Aug-18,22.3419
10-Aug-18,22.4058
11-Aug-18,22.399
12-Aug-18,22.0842
13-Aug-18,21.8368
14-Aug-18,21.6304
15-Aug-18,21.6304
16-Aug-18,21.3655
17-Aug-18,21.7302
18-Aug-18,21.4482
19-Aug-18,21.3718
20-Aug-18,21.1329
21-Aug-18,21.1329
22-Aug-18,21.2056
23-Aug-18,21.3316
24-Aug-18,21.3339
25-Aug-18,21.2969
26-Aug-18,21.1332
27-Aug-18,21.1332
28-Aug-18,21.2048
29-Aug-18,21.1148
30-Aug-18,21.1125
31-Aug-18,20.9592
1-Sep-18,20.8628
2-Sep-18,20.8628
3-Sep-18,20.9531
4-Sep-18,21.0624
5-Sep-18,21.2499
6-Sep-18,21.3875
7-Sep-18,21.1864
8-Sep-18,21.1864
9-Sep-18,21.3787
10-Sep-18,21.1257
11-Sep-18,20.9385
12-Sep-18,20.6792
13-Sep-18,20.5823
14-Sep-18,20.5823
15-Sep-18,20.3288
16-Sep-18,20.3103
17-Sep-18,20.4763
18-Sep-18,20.6033
19-Sep-18,20.4097
20-Sep-18,20.4057
21-Sep-18,20.2651
22-Sep-18,20.2591
23-Sep-18,20.3386
24-Sep-18,20.205
25-Sep-18,20.1072
26-Sep-18,20.1072
27-Sep-18,20.1557
28-Sep-18,20.0292
29-Sep-18,19.9683
30-Sep-18,20.0176
1-Oct-18,20.0321
2-Oct-18,20.0376
3-Oct-18,20.1767
4-Oct-18,20.034
5-Oct-18,19.9768
6-Oct-18,19.9008
7-Oct-18,19.7731
8-Oct-18,19.7731
9-Oct-18,19.8934
10-Oct-18,19.7861
11-Oct-18,19.9003
12-Oct-18,20.0131
13-Oct-18,20.1341
14-Oct-18,20.1341
15-Oct-18,20.2423
16-Oct-18,19.9178
17-Oct-18,19.8592
18-Oct-18,19.8118
19-Oct-18,19.9378
20-Oct-18,19.9378
21-Oct-18,19.9727
22-Oct-18,20.1405
23-Oct-18,20.07
24-Oct-18,19.883
25-Oct-18,19.8821
26-Oct-18,19.8821
27-Oct-18,20.033
28-Oct-18,19.9236
29-Oct-18,19.9012
30-Oct-18,19.8848
31-Oct-18,19.8822
1-Nov-18,19.8822
2-Nov-18,19.9623
3-Nov-18,19.8798
4-Nov-18,19.6538
5-Nov-18,20.0204
6-Nov-18,20.0042
7-Nov-18,20.0042
8-Nov-18,20.0629
9-Nov-18,19.7932
10-Nov-18,19.8521
11-Nov-18,19.7116
12-Nov-18,19.8037
13-Nov-18,19.8037
14-Nov-18,19.6849
15-Nov-18,19.6546
16-Nov-18,19.6036
17-Nov-18,19.7245
18-Nov-18,19.9728
19-Nov-18,19.9728
20-Nov-18,20.1145
21-Nov-18,20.0002
22-Nov-18,20.2768
23-Nov-18,20.238
24-Nov-18,20.5876
25-Nov-18,20.5876
26-Nov-18,20.3704
27-Nov-18,20.1329
28-Nov-18,20.2074
29-Nov-18,20.409
30-Nov-18,20.0991
1-Dec-18,20.0991
2-Dec-18,20.1252
3-Dec-18,20.0993
4-Dec-18,20.0221
5-Dec-18,19.9725
6-Dec-18,19.9376
7-Dec-18,19.9372
8-Dec-18,19.9735
9-Dec-18,20.1864
10-Dec-18,20.2064
11-Dec-18,20.3008
12-Dec-18,20.4346
13-Dec-18,20.4346
14-Dec-18,20.7258
15-Dec-18,20.5109
16-Dec-18,20.3784
17-Dec-18,20.857
18-Dec-18,20.8629
19-Dec-18,20.8629
20-Dec-18,20.6491
21-Dec-18,20.6133
22-Dec-18,20.9357
23-Dec-18,21.1149
24-Dec-18,21.3152
25-Dec-18,21.3152
26-Dec-18,21.5138
27-Dec-18,21.204
28-Dec-18,20.8856
29-Dec-18,20.6107
30-Dec-18,20.7228
31-Dec-18,20.7228
1-Jan-19,20.6656
2-Jan-19,20.6055
3-Jan-19,20.3967
4-Jan-19,20.4878
5-Jan-19,20.5059
6-Jan-19,20.5059
7-Jan-19,20.5867
8-Jan-19,20.7948
9-Jan-19,20.9199
10-Jan-19,20.6902
11-Jan-19,20.5904
12-Jan-19,20.5904
13-Jan-19,20.6028
14-Jan-19,20.593
15-Jan-19,20.4307
16-Jan-19,20.2857
17-Jan-19,20.3147
18-Jan-19,20.3147
19-Jan-19,20.3115
20-Jan-19,20.1814
21-Jan-19,20.226
22-Jan-19,20.103
23-Jan-19,20.1601
24-Jan-19,20.1601
25-Jan-19,20.1491
26-Jan-19,20.0909
27-Jan-19,20.0833
28-Jan-19,19.9585
29-Jan-19,19.923
30-Jan-19,19.923
31-Jan-19,19.823
1-Feb-19,19.9697
2-Feb-19,19.9112
3-Feb-19,19.9337
4-Feb-19,19.8348
5-Feb-19,19.8454
6-Feb-19,19.8609
7-Feb-19,20.0432
8-Feb-19,19.897
9-Feb-19,20.0497
10-Feb-19,20.2429
11-Feb-19,20.2429
12-Feb-19,20.1806
13-Feb-19,20.2156
14-Feb-19,20.264
15-Feb-19,20.1053
16-Feb-19,19.9094
17-Feb-19,19.9094
18-Feb-19,19.9231
19-Feb-19,19.9692
20-Feb-19,20.156
21-Feb-19,19.9501
22-Feb-19,19.8619
23-Feb-19,19.8619
24-Feb-19,19.783
25-Feb-19,19.8402
26-Feb-19,19.9483
27-Feb-19,19.8805
28-Feb-19,19.9541
1-Mar-19,19.9541
2-Mar-19,19.8629
3-Mar-19,19.9115
4-Mar-19,19.8895
5-Mar-19,19.9526
6-Mar-19,19.923
7-Mar-19,19.923
8-Mar-19,19.9319
9-Mar-19,19.9739
10-Mar-19,19.9098
11-Mar-19,20.1507
12-Mar-19,19.9643
13-Mar-19,19.9643
14-Mar-19,19.827
15-Mar-19,19.7102
16-Mar-19,19.7359
17-Mar-19,19.7062
18-Mar-19,19.8718
19-Mar-19,19.8786
20-Mar-19,19.9526
21-Mar-19,20.0341
22-Mar-19,20.4009
23-Mar-19,20.4176
24-Mar-19,20.6686
25-Mar-19,20.6686
26-Mar-19,20.506
27-Mar-19,20.3564
28-Mar-19,20.1931
29-Mar-19,19.851
30-Mar-19,19.8156
31-Mar-19,19.8156
1-Apr-19,19.8267
2-Apr-19,19.842
3-Apr-19,19.9401
4-Apr-19,20.0011
5-Apr-19,19.7727
6-Apr-19,19.7727
7-Apr-19,19.8386
8-Apr-19,20.0207
9-Apr-19,19.9542
10-Apr-19,20.0038
11-Apr-19,19.8792
12-Apr-19,19.8792
13-Apr-19,19.8534
14-Apr-19,20.0552
15-Apr-19,19.9041
16-Apr-19,19.9363
17-Apr-19,19.8925
18-Apr-19,19.8925
19-Apr-19,20.0418
20-Apr-19,20.1506
21-Apr-19,20.1094
22-Apr-19,20.0575
23-Apr-19,20.0575
24-Apr-19,20.0482
25-Apr-19,19.9785
26-Apr-19,19.9326
27-Apr-19,19.8616
28-Apr-19,19.8817
29-Apr-19,19.8817
30-Apr-19,19.9007
1-May-19,19.879
2-May-19,19.9695
3-May-19,19.9319
4-May-19,20.0442
5-May-19,20.0442
6-May-19,20.0719
7-May-19,20.0932
8-May-19,19.9206
9-May-19,19.958
10-May-19,19.878
11-May-19,19.878
12-May-19,19.8929
13-May-19,20.0083
14-May-19,20.0337
15-May-19,20.1753
16-May-19,20.3652
17-May-19,20.3652
18-May-19,20.322
19-May-19,20.2002
20-May-19,20.2212
21-May-19,20.3498
22-May-19,20.197
23-May-19,20.197
24-May-19,20.1399
25-May-19,20.0722
26-May-19,20.0012
27-May-19,19.964
28-May-19,19.9237
29-May-19,19.9237
30-May-19,19.9023
31-May-19,19.9375
1-Jun-19,19.9425
2-Jun-19,19.939
3-Jun-19,19.8944
4-Jun-19,19.8944
5-Jun-19,19.8777
6-Jun-19,19.9217
7-Jun-19,19.8564
8-Jun-19,19.9468
9-Jun-19,20.0185
10-Jun-19,20.0185
11-Jun-19,20.1268
12-Jun-19,20.1407
13-Jun-19,20.0841
14-Jun-19,20.0516
15-Jun-19,20.0547
16-Jun-19,20.0547
17-Jun-19,20.1044
18-Jun-19,20.3415
19-Jun-19,20.5197
20-Jun-19,20.6175
21-Jun-19,20.4509
22-Jun-19,20.4509
23-Jun-19,20.4975
24-Jun-19,20.5726
25-Jun-19,20.5596
26-Jun-19,20.6587
27-Jun-19,20.7133
28-Jun-19,20.7111
29-Jun-19,20.8745
30-Jun-19,20.8002
1-Jul-19,20.5609
2-Jul-19,20.5514
3-Jul-19,20.3392
4-Jul-19,20.3396
5-Jul-19,20.4321
6-Jul-19,20.2383
7-Jul-19,20.2108
8-Jul-19,20.3018
9-Jul-19,20.1751
10-Jul-19,20.1751
11-Jul-19,20.1882
12-Jul-19,20.2018
13-Jul-19,20.3035
14-Jul-19,20.3649
15-Jul-19,20.5553
16-Jul-19,20.5553
17-Jul-19,20.8382
18-Jul-19,20.7973
19-Jul-19,20.5421
20-Jul-19,20.5455
21-Jul-19,20.3412
22-Jul-19,20.3412
23-Jul-19,20.3437
24-Jul-19,20.3235
25-Jul-19,20.6111
26-Jul-19,20.662
27-Jul-19,20.5205
28-Jul-19,20.5205
29-Jul-19,20.6232
30-Jul-19,20.7582
31-Jul-19,20.6438
1-Aug-19,20.7669
2-Aug-19,20.8454
3-Aug-19,20.8454
4-Aug-19,21.0051
5-Aug-19,21.2054
6-Aug-19,21.4229
7-Aug-19,21.5565
8-Aug-19,21.9111
9-Aug-19,21.9111
10-Aug-19,21.6551
11-Aug-19,21.4542
12-Aug-19,21.4742
13-Aug-19,21.2714
14-Aug-19,21.2695
15-Aug-19,21.2695
16-Aug-19,21.2384
17-Aug-19,21.0348
18-Aug-19,20.9368
19-Aug-19,20.9575
20-Aug-19,20.885
21-Aug-19,20.885
